numIpus,width,height,wastedTiles,wastedWorkers,loadBalance,maxSpeedup,aveBlockSize,largestBlockSize,aveTileBlockSize,largestTileBlockSize
1,711,12605,1,6,93.4177,6810.15,1229,1316,7376,7426
1,852,6221,7,42,93.6758,6795.25,730,780,4384,4422
1,315,16246,1,6,92.8555,6769.17,701,756,4211,4221
1,1264,9955,7,42,95.3626,6917.6,1734,1819,10407,10584
1,1027,11332,6,36,94.7415,6878.23,1603,1692,9618,9776
1,1016,3639,0,0,95.6126,6975.89,506,530,3040,3078
1,14535,259,168,1008,92.1062,5791.64,598,650,3592,3640
1,631,2901,9,54,88.0718,6378.16,252,287,1516,1558
1,145,18081,0,0,87.0073,6348.05,359,413,2156,2220
1,1489,214,20,120,87.0675,6247.96,44,51,266,289
1,3369,159,89,534,86.1063,5822.51,79,92,475,483
1,297,17770,1,6,94.3889,6880.95,723,767,4343,4440
1,2454,1658,12,72,95.4617,6896.16,563,590,3379,3480
1,8893,810,56,336,96.0075,6682.12,1034,1078,6209,6237
1,3093,3068,28,168,95.4319,6802.38,1331,1395,7987,7998
1,3143,4199,7,42,99.0923,7188.16,1819,1836,10916,11016
1,1951,6036,16,96,95.2585,6858.61,1635,1717,9813,9898
1,3730,827,16,96,91.5453,6591.26,428,468,2570,2600
1,5979,2360,40,240,98.3175,6937.29,1999,2034,11998,12091
1,3786,958,26,156,89.1196,6363.14,507,570,3047,3135
1,18040,774,33,198,96.7618,6868.16,1967,2033,11803,11877
1,15928,175,217,1302,98.5237,5905.51,465,472,2790,2832
1,2307,5413,20,120,95.7215,6868.97,1740,1818,10441,10605
1,1489,427,28,168,96.9543,6910.9,89,92,535,552
1,3990,3872,28,168,96.6729,6890.85,2167,2242,13004,13098
1,3198,3943,0,0,96.0169,7005.4,1728,1800,10369,10400
1,9755,966,106,636,94.5798,6299.02,1414,1496,8489,8536
1,10185,628,88,528,92.4718,6258.49,945,1022,5670,5767
1,10207,599,64,384,95.834,6624.04,884,923,5307,5325
1,3251,3755,28,168,95.9447,6838.94,1712,1785,10275,10395
1,1051,5281,0,0,97.5303,7115.81,760,780,4564,4620
1,150,15120,0,0,88.8158,6480,310,350,1865,1900
1,244,6439,5,30,88.2565,6412.72,216,245,1297,1330
1,716,3140,9,54,86.2346,6245.11,310,360,1862,1935
1,5132,295,48,288,88.1756,6179.35,216,245,1296,1332
1,9953,1392,88,528,96.5599,6535.18,2047,2120,12282,12296
1,2335,2000,0,0,92.3632,6738.82,640,693,3840,3906
1,653,12267,1,6,94.0765,6858.18,1098,1168,6592,6643
1,622,10473,1,6,96.7079,7050.01,893,924,5361,5460
1,4340,130,4,24,88.1651,6411.36,77,88,465,484
1,1611,3446,16,96,93.1211,6704.72,771,828,4626,4692
1,17597,234,4,24,95.9729,6979.15,566,590,3397,3481
1,7112,912,40,240,93.0403,6564.92,919,988,5515,5548
1,1240,6947,1,6,94.9122,6919.1,1181,1245,7089,7138
1,7732,1911,9,54,95.0303,6882.09,2040,2147,12241,12317
1,4452,957,0,0,98.9761,7221.29,583,590,3503,3540
1,712,4096,1,6,94.5741,6894.45,400,423,2400,2448
1,4269,1403,57,342,94.6472,6581.77,861,910,5167,5180
1,19664,367,192,1152,95.3402,5857.7,1174,1232,7047,7084
1,16619,613,124,744,93.8926,6151.84,1554,1656,9329,9476
1,734,18753,5,30,94.9573,6899.6,1894,1995,11366,11445
1,16255,333,240,1440,92.8049,5434.65,924,996,5546,5628
1,16001,944,64,384,97.472,6737.26,2185,2242,13111,13216
1,1951,5710,19,114,95.9857,6893.69,1551,1616,9306,9393
1,5332,419,91,546,88.0263,5941.78,330,376,1985,2021
1,13840,820,64,384,94.0377,6499.89,1641,1746,9851,9991
1,388,1333,0,0,84.3913,6157.19,70,84,425,441
1,6556,605,66,396,90.1,6216.9,574,638,3449,3538
1,1082,6734,12,72,93.5629,6758.99,1008,1078,6051,6162
1,864,15510,1,6,99.9034,7282.96,1838,1840,11029,11040
1,762,15632,0,0,95.4748,6965.84,1632,1710,9795,9888
1,11138,463,12,72,91.52,6611.4,713,780,4283,4355
1,10184,1018,106,636,96.3276,6415.42,1556,1616,9339,9384
1,7715,337,47,282,87.6314,6146.47,370,423,2224,2303
1,2141,7169,16,96,98.6936,7105.94,2131,2160,12790,12960
1,585,761,7,42,76.7137,5564.81,61,80,368,380
1,374,15486,4,24,94.0315,6837.97,796,847,4778,4851
1,304,14871,1,6,90.9289,6628.72,620,682,3720,3782
1,3279,1175,36,216,92.2346,6530.21,544,590,3265,3304
1,1072,13375,6,36,97.1437,7052.63,1974,2033,11849,11988
1,3084,2731,0,0,93.8526,6847.48,1154,1230,6926,7052
1,9002,527,56,336,95.331,6635.04,681,715,4089,4158
1,5023,2005,40,240,99.1189,6993.83,1427,1440,8563,8640
1,19384,710,118,708,97.5279,6425.14,2089,2142,12534,12614
1,1758,1054,20,120,89.9695,6456.21,258,287,1549,1599
1,5359,680,40,240,90.6065,6393.19,516,570,3098,3135
1,4248,3663,0,0,95.2113,6946.62,2132,2240,12796,12880
1,9097,150,128,768,87.8279,5733.4,209,238,1254,1292
1,1245,11781,4,24,95.7722,6964.55,2016,2106,12101,12168
1,14063,837,72,432,96.07,6594.25,1714,1785,10289,10395
1,14356,319,46,276,92.6647,6505.06,652,704,3914,3968
1,10599,355,70,420,92.7482,6377.36,547,590,3283,3360
1,1782,839,43,258,86.707,6102.44,212,245,1274,1295
1,861,998,28,168,86.1069,6137.7,120,140,723,756
1,725,6106,7,42,93.8867,6810.54,610,650,3661,3696
1,421,9291,0,0,91.9584,6709.28,536,583,3216,3286
1,1119,253,32,192,83.0245,5898.06,39,48,239,256
1,964,8649,4,24,94.3654,6862.25,1146,1215,6879,6966
1,1928,3111,12,72,92.5629,6686.74,830,897,4981,5037
1,6452,1756,10,60,93.9821,6800.55,1565,1666,9394,9506
1,529,18714,4,24,95.6001,6952.04,1361,1424,8168,8277
1,13858,936,1,6,95.048,6929,1779,1872,10675,10712
1,775,8140,6,36,94.1429,6834.78,868,923,5213,5254
1,1241,7997,12,72,96.4742,6969.3,1373,1424,8242,8277
1,1538,2855,20,120,94.2834,6765.78,611,649,3671,3780
1,260,860,16,96,69.0123,4968.89,31,45,186,195
1,1366,11191,7,42,94.671,6867.43,2107,2226,12644,12826
1,11421,1104,86,516,96.91,6570.5,1859,1919,11158,11322
1,825,729,0,0,89.6002,6537.23,82,92,494,506
1,983,8267,7,42,96.8257,7023.73,1120,1157,6721,6764
1,1580,7354,9,54,95.8444,6941.05,1604,1674,9626,9672
1,5227,3030,20,120,97.6572,7007.88,2207,2260,13242,13338
1,7111,1085,46,276,94.5839,6639.79,1099,1162,6594,6720
1,1160,9337,7,42,98.5542,7149.12,1493,1515,8958,9090
1,2042,2500,0,0,97.8599,7139.86,699,715,4198,4224
1,13797,1064,82,492,95.4248,6492.71,2157,2261,12945,13090
1,7874,1830,48,288,96.0812,6733.37,2056,2140,12336,12420
1,14836,461,28,168,95.8553,6832.56,959,1001,5757,5775
1,10418,336,46,276,94.0829,6604.62,498,530,2991,3024
1,1927,6374,16,96,93.784,6752.45,1705,1819,10235,10379
1,924,8675,4,24,95.4345,6940,1102,1155,6613,6622
1,1650,8632,0,0,95.9753,7002.36,1952,2034,11712,11856
1,6791,295,40,240,86.5612,6107.76,283,328,1703,1763
1,9477,1266,64,384,96.3266,6658.09,1735,1802,10414,10494
1,7413,1394,1,6,95.2635,6944.71,1417,1488,8505,8556
1,145,8764,1,6,85.8711,6260,174,203,1045,1073
1,672,6564,4,24,93.3191,6786.17,606,650,3639,3640
1,4819,1139,64,384,93.2046,6442.3,794,852,4764,4824
1,4616,1063,48,288,91.1683,6389.07,700,768,4201,4288
1,1535,474,19,114,81.0459,5820.72,101,125,607,625
1,1046,14439,6,36,97.1209,7050.98,2080,2142,12481,12600
1,3048,2481,7,42,91.9287,6668.51,1042,1134,6254,6399
1,17217,783,68,408,97.0813,6686.96,1957,2016,11742,11760
1,14868,467,34,204,97.8063,6936.42,979,1001,5874,5928
1,8873,1001,72,432,94.0392,6454.85,1293,1376,7763,7826
1,9492,1371,20,120,95.0461,6820.51,1813,1908,10880,11024
1,760,17907,0,0,98.1743,7162.8,1865,1900,11191,11210
1,18800,609,52,312,95.4774,6668.14,1639,1717,9836,9894
1,4858,1438,46,276,94.7742,6653.15,995,1050,5970,6000
1,7044,1108,72,432,93.5849,6423.66,1137,1215,6822,6966
1,2245,3530,12,72,94.4076,6820.01,1097,1162,6582,6723
1,1743,4132,20,120,94.3265,6768.87,1003,1064,6021,6080
1,12823,524,5,30,94.8464,6891.54,924,975,5548,5625
1,13369,713,8,48,98.512,7140.15,1315,1335,7890,8010
1,713,13824,0,0,94.8699,6921.71,1350,1424,8105,8190
1,914,6217,12,72,93.0878,6724.66,786,845,4719,4818
1,656,7803,6,36,99.3049,7209.53,705,710,4230,4260
1,515,10841,0,0,97.9807,7148.67,765,781,4591,4680
1,7014,1324,1,6,95.4212,6956.21,1273,1335,7643,7743
1,10836,331,16,96,88.9562,6404.85,498,560,2988,3080
1,2741,1680,1,6,91.1502,6644.85,631,693,3790,3843
1,800,7964,4,24,93.4038,6792.32,876,938,5256,5293
1,914,4859,0,0,95.1105,6939.26,608,640,3652,3712
1,471,3611,7,42,85.8832,6229.97,234,273,1406,1443
1,4154,3471,7,42,97.7701,7092.24,1987,2033,11926,11984
1,5091,1386,10,60,97.4168,7049.08,975,1001,5850,5852
1,2872,4457,12,72,94.655,6837.88,1771,1872,10631,10712
1,131,5647,4,24,92.4789,6725.06,101,110,610,616
1,221,18906,0,0,90.9006,6632.1,572,630,3436,3528
1,3731,3732,26,156,95.9249,6849.04,1950,2033,11700,11770
1,14040,1066,73,438,96.522,6619.48,2182,2261,13094,13209
1,18879,480,121,726,99.0868,6510,1379,1392,8275,8352
1,1289,7752,1,6,96.1888,7012.16,1370,1425,8224,8256
1,2661,4223,12,72,96.3198,6958.14,1555,1615,9333,9504
1,15241,312,240,1440,99.1478,5806.1,812,819,4872,4914
1,1251,3589,19,114,96.3254,6918.09,625,649,3750,3780
1,2364,5601,20,120,95.8019,6874.75,1845,1926,11070,11124
1,927,9913,6,36,93.0699,6756.88,1265,1360,7594,7735
1,12296,963,91,546,96.4392,6509.65,1754,1819,10525,10593
1,2461,3178,7,42,93.9174,6812.77,1078,1148,6469,6560
1,2983,3764,0,0,96.1829,7017.51,1538,1600,9233,9400
1,813,19142,0,0,99.5803,7265.38,2133,2142,12798,12852
1,5333,2637,16,96,96.0753,6917.42,1953,2033,11719,11770
1,7412,1220,12,72,94.8295,6850.48,1251,1320,7510,7656
1,10683,378,100,600,94.5255,6329.43,603,638,3618,3654
1,1942,3493,1,6,99.4133,7247.23,930,936,5583,5616
1,8711,1346,59,354,95.5314,6631.79,1688,1768,10133,10192
1,915,15973,1,6,99.1024,7224.57,2004,2023,12029,12138
1,10102,1254,28,168,94.0319,6702.6,1777,1890,10663,10815
1,11384,1316,83,498,97.4696,6625.98,2203,2261,13222,13320
1,15339,883,48,288,95.9631,6725.09,1932,2014,11596,11766
1,2057,7134,0,0,94.5172,6895.98,2011,2128,12067,12208
1,1686,3485,16,96,92.3157,6646.73,816,884,4896,4964
1,11371,786,19,114,94.2762,6770.91,1244,1320,7466,7568
1,6326,953,46,276,93.0429,6531.61,858,923,5152,5254
1,1626,2408,27,162,93.0233,6636.28,548,590,3293,3363
1,410,14851,4,24,93.3455,6788.08,837,897,5023,5106
1,136,17493,0,0,95.9046,6997.2,326,340,1956,1972
1,521,14065,5,30,94.6073,6874.17,1008,1066,6051,6150
1,1238,1175,28,168,97.1788,6926.9,204,210,1224,1260
1,3983,2182,16,96,96.9534,6980.65,1207,1245,7242,7304
1,2791,4793,1,6,95.276,6945.62,1835,1926,11010,11128
1,5885,850,20,120,97.4938,6996.15,697,715,4182,4224
1,5257,2870,16,96,95.2499,6858,2095,2200,12572,12650
1,13408,976,46,276,94.3387,6622.57,1864,1976,11184,11336
1,517,6776,6,36,92.7949,6736.91,482,520,2895,2912
1,10587,1014,86,516,97.9805,6643.08,1583,1616,9500,9588
1,11690,936,100,600,95.5606,6398.74,1634,1710,9804,9880
1,2691,223,118,708,79.2077,5218.2,91,115,546,575
1,4209,689,85,510,89.5913,6079.67,427,477,2564,2597
1,8388,207,106,636,90.8391,6049.88,260,287,1564,1596
1,2511,1565,1,6,92.9406,6775.37,539,580,3234,3248
1,7795,942,4,24,93.6687,6811.59,1009,1078,6058,6162
1,3939,2866,27,162,94.0253,6707.77,1582,1683,9494,9603
1,435,9940,0,0,91.1754,6652.15,592,650,3555,3630
1,2142,4564,16,96,95.3504,6865.23,1357,1424,8146,8280
1,1965,4283,16,96,95.0327,6842.35,1168,1230,7013,7052
1,572,17038,5,30,96.218,6991.2,1341,1394,8047,8118
1,535,12367,0,0,92.1591,6723.93,906,984,5441,5494
1,379,10145,5,30,89.69,6516.87,529,590,3175,3245
1,135,10367,0,0,91.3446,6664.5,191,210,1150,1190
1,1113,8652,7,42,94.1488,6829.56,1327,1410,7964,8084
1,5183,2438,43,258,98.7579,6950.58,1795,1818,10772,10812
1,3039,5118,1,6,99.3737,7244.34,2133,2147,12801,12882
1,4802,3290,12,72,97.5449,7046.65,2186,2242,13121,13216
1,14729,996,1,6,95.4176,6955.94,2012,2109,12074,12210
1,854,12010,6,36,94.1831,6837.69,1412,1500,8476,8600
1,12558,761,80,480,98.3922,6706.41,1402,1425,8412,8544
1,6702,910,76,456,96.6024,6607.61,891,923,5349,5396
1,5015,1430,28,168,94.5579,6740.08,1006,1064,6036,6080
1,11953,139,244,1464,86.5921,5050.05,284,329,1709,1739
1,16487,627,142,852,95.487,6153.18,1604,1680,9625,9765
1,363,18979,1,6,92.4701,6741.07,945,1022,5670,5767
1,1238,4243,0,0,92.3027,6734.4,719,780,4319,4422
1,711,1518,16,96,86.1509,6202.86,149,174,899,930
1,1404,423,0,0,88.4779,6455.35,81,92,488,506
1,5333,698,52,312,90.3381,6309.21,532,590,3197,3245
1,4000,3669,32,192,94.7651,6732.11,2065,2180,12395,12535
